m,TagName,
"2020-12-01 00:00:00","assembly","319"
"2020-12-01 00:00:00","c#","6539"
"2020-12-01 00:00:00","c","2802"
"2020-12-01 00:00:00","c++","4872"
"2020-12-01 00:00:00","java","9427"
"2020-12-01 00:00:00","python","25707"
"2020-12-01 00:00:00","go","581"
"2020-12-01 00:00:00","php","5609"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","ruby","560"
"2020-12-01 00:00:00","r","4959"
"2020-12-01 00:00:00","swift","2457"
"2021-01-01 00:00:00","java","9720"
"2021-01-01 00:00:00","javascript","19815"
"2021-01-01 00:00:00","c++","4584"
"2021-01-01 00:00:00","delphi","211"
"2021-01-01 00:00:00","assembly","339"
"2021-01-01 00:00:00","c","2776"
"2021-01-01 00:00:00","python","26773"
"2021-01-01 00:00:00","c#","7024"
"2021-01-01 00:00:00","r","5034"
"2021-01-01 00:00:00","php","5791"
"2021-01-01 00:00:00","ruby","591"
"2021-01-01 00:00:00","go","609"
"2021-01-01 00:00:00","perl","146"
"2021-01-01 00:00:00","swift","2795"
"2021-02-01 00:00:00","delphi","203"
"2021-02-01 00:00:00","javascript","18190"
"2021-02-01 00:00:00","perl","134"
"2021-02-01 00:00:00","java","9298"
"2021-02-01 00:00:00","assembly","258"
"2021-02-01 00:00:00","c#","6672"
"2021-02-01 00:00:00","r","4998"
"2021-02-01 00:00:00","c","2370"
"2021-02-01 00:00:00","python","25291"
"2021-02-01 00:00:00","php","5352"
"2021-02-01 00:00:00","c++","4512"
"2021-02-01 00:00:00","go","632"
"2021-02-01 00:00:00","ruby","606"
"2021-02-01 00:00:00","swift","2756"
"2021-03-01 00:00:00","assembly","377"
"2021-03-01 00:00:00","c++","5174"
"2021-03-01 00:00:00","c","2843"
"2021-03-01 00:00:00","c#","7991"
"2021-03-01 00:00:00","delphi","277"
"2021-03-01 00:00:00","javascript","21185"
"2021-03-01 00:00:00","java","11296"
"2021-03-01 00:00:00","go","899"
"2021-03-01 00:00:00","php","6347"
"2021-03-01 00:00:00","ruby","583"
"2021-03-01 00:00:00","python","30214"
"2021-03-01 00:00:00","swift","3042"
"2021-03-01 00:00:00","perl","161"
"2021-03-01 00:00:00","r","6194"
